X,Y,phi
13.82423685,2.088760988,6.24E-04
13.57217657,2.031067851,7.03E-04
13.66310982,2.123417406,6.80E-04
13.5019828,2.158073825,7.29E-04
13.53304404,1.888304195,7.04E-04
13.46285027,2.015310169,7.31E-04
13.42371774,1.872546513,7.29E-04
12.49474677,0.449105962,3.70E-04
12.40390525,0.299403975,2.66E-04
12.31306374,0.149701987,1.42E-04
12.22222222,0,0
12.58909044,0.299403975,2.63E-04
12.49824892,0.149701987,1.41E-04
12.40740741,0,4.47E-21
12.68343411,0.149701987,1.39E-04
12.59259259,0,4.95E-20
12.77616942,0.300298869,2.59E-04
12.86890474,0.450895751,3.59E-04
12.68182575,0.450000857,3.66E-04
12.76873921,0.905252175,5.98E-04
12.67740839,0.753203438,5.36E-04
12.58607758,0.6011547,4.60E-04
12.86448738,0.754098332,5.26E-04
12.77315657,0.602049594,4.53E-04
12.96023555,0.602944489,4.44E-04
13.05091125,0.750357009,5.11E-04
13.14158694,0.897769529,5.64E-04
12.95516307,0.901510852,5.83E-04
12.85852734,1.076600111,6.54E-04
13.0449512,1.072858788,6.35E-04
13.23137506,1.069117465,6.13E-04
12.94831546,1.247948046,6.98E-04
13.13473933,1.244206723,6.75E-04
13.03810359,1.419295981,7.29E-04
13.42906301,1.369165999,6.57E-04
13.2335833,1.39423099,6.96E-04
13.33021903,1.219141732,6.41E-04
13.26909134,1.626287232,7.31E-04
13.15359746,1.522791607,7.33E-04
13.34907717,1.497726615,6.96E-04
13.27163441,1.803317762,7.55E-04
13.15868361,1.876852666,7.85E-04
13.04573282,1.95038757,8.13E-04
13.15614054,1.699822136,7.62E-04
13.04318974,1.773357041,7.91E-04
13.04064667,1.596326511,7.63E-04
13.31076694,1.946081418,7.61E-04
13.34989947,2.088845073,7.63E-04
13.19781614,2.019616322,7.91E-04
13.94970685,2.214647173,5.75E-04
14.07372394,2.322176472,5.17E-04
14.19774103,2.42970577,4.46E-04
13.91404982,2.375189777,5.88E-04
14.03806691,2.482719076,5.28E-04
13.87839279,2.535732381,5.99E-04
13.78857982,2.249303592,6.39E-04
13.75292279,2.409846195,6.52E-04
13.62745279,2.28396001,6.95E-04
14.45389431,2.664830133,2.61E-04
14.28832656,2.721062175,3.68E-04
14.32287086,2.54887732,3.63E-04
14.00352262,2.65490393,5.35E-04
14.16319674,2.601890625,4.54E-04
14.12865244,2.77407548,4.60E-04
13.72176208,2.585832933,6.61E-04
13.56513137,2.635933485,7.16E-04
13.40850066,2.686034037,7.65E-04
13.59629208,2.459946747,7.07E-04
13.43966137,2.5100473,7.56E-04
13.47082208,2.334060562,7.44E-04
13.04155724,2.396964356,8.48E-04
13.19503242,2.317334179,8.12E-04
13.34850761,2.237704002,7.72E-04
13.16387171,2.493320916,8.26E-04
13.3173469,2.413690739,7.87E-04
13.28618619,2.589677477,7.99E-04
13.04434096,2.099246499,8.28E-04
13.19642428,2.16847525,8.03E-04
13.0429491,2.248105428,8.40E-04
11.94131967,0.447178903,3.80E-04
11.84976867,0.298119268,2.72E-04
11.75821767,0.149059634,1.45E-04
11.66666667,0,0
12.03495386,0.298119268,2.70E-04
11.94340285,0.149059634,1.44E-04
11.85185185,0,4.41E-21
12.12858804,0.149059634,1.43E-04
12.03703704,0,5.08E-20
12.21942955,0.298761622,2.68E-04
12.31027107,0.448463609,3.74E-04
12.12579537,0.447821256,3.78E-04
12.20243799,0.890414051,6.21E-04
12.11539855,0.742669001,5.53E-04
12.02835911,0.594923952,4.73E-04
12.29987425,0.743311355,5.48E-04
12.21283481,0.595566305,4.69E-04
12.39731051,0.596208659,4.64E-04
12.48864132,0.748257396,5.43E-04
12.57997213,0.900306134,6.08E-04
12.39120506,0.895360092,6.15E-04
12.45093494,1.349011544,7.70E-04
12.36810262,1.196145713,7.30E-04
12.2852703,1.043279882,6.80E-04
12.55686969,1.201091755,7.19E-04
12.47403738,1.048225924,6.72E-04
12.66280445,1.053171965,6.62E-04
12.75259258,1.2245199,7.11E-04
12.84238071,1.395867836,7.47E-04
12.64665782,1.37243969,7.61E-04
12.60940576,1.801805296,8.52E-04
12.55658216,1.650874045,8.31E-04
12.50375855,1.499942795,8.03E-04
12.75230504,1.674302191,8.15E-04
12.69948143,1.523370941,7.91E-04
12.89520432,1.546799086,7.74E-04
12.90029047,1.900860146,8.30E-04
12.75484812,1.851332721,8.43E-04
